"bigram"
"szent istván"
"hiányzik fog"
"közérdekű cél"
"érvényesítés érdek"
"állami ellenőrzés"
"fő szerv"
"szolgáltatási díj"
"szakmai gyakorlat"
"alap dönt"
"közbeszerzési tanács"
"budapesti műszaki"
"fizet adó"
"közbeszerzési szerződés"
"rövid fog"
"iránti bizalom"
"szerzői jogi"
"nemzeti filmvagyon"
"összhang kerül"
"megkülönböztetés tilalom"
"érintetti kör"
"munkaerőpiaci helyzet"
"ember esélyegyenlőség"
"megegyezés törekvő"
"tartalom tekintve"
"nemzet sportoló"
"magyar labdarúgó"
"sportoló cím"
"nemzet színész"
"folyamatos figyelem"
"jelentős hányad"
"vagyoni jog"
"kapcsolat kiépítés"
"egyértelmű igazol"
"szigorú ellenőrzés"
"rendszer keret"
"egyensúly teremt"
"szabályozott kérdés"
"léphet hatály"
"működési rend"
"határozott álláspont"
"elvi jelentőségű"
"kezelő szerv"
"magyar szólva"
"téves állítás"
"politikai nézet"
"széles sáv"
"információ alap"
"észrevétel tesz"
"felügyeleti biztos"
"felelősség megállapítás"
"tájékoztatás alap"
"érdekeltségi kör"
"vetett bizalom"
"megerősítés érdek"
"befektető érdek"
"demokrata kormányzás"
"strukturális változás"
"felmérés alap"
"irányított betegellátás"
"megelőzési program"
"fertőzött ország"
"fiatal kör"
"ügyeleti rendszer"
"magyar gyógyszerész"
"ügyeleti szolgálat"
"ügyeleti idő"
"alap nélkülöz"
"magyar település"
"dolgozó képzés"
"határozott szándék"
"nyugdíjas fogyasztói"
"fogyasztói kosár"
"nyugdíj 50"
"fenntartható fejlesztés"
"stratégia kidolgozás"
"távú megoldás"
"ország közötti"
"vízgyűjtő terület"
"együttműködési forma"
"közötti különbség"
"területfejlesztési koncepció"
"tájékoztat fog"
"menetrend szerinti"
"balatoni hajózási"
"mértékű nyugdíjemelés"
"millió nyugdíjas"
"emelt összegű"
"nyugdíjminimum összeg"
"szociális járadék"
"egyedülálló idős"
"idősügyi nemzeti"
"főiskolai egyetemi"
"képző intézmény"
"képzés keret"
"vízügyi ágazat"
"határozott állít"
"hátrány fog"
"százalék erő"
"hektár alatti"
"hármas cél"
"rendszer történő"
"nyugalom érdek"
"biztonságos működtetés"
"jelentőségű kérdés"
"személyiségi jog"
"számított 30"
"regisztrációs eljárás"
"eljárás megindítás"
"szabályozás megfelelő"
"alkalmas ítél"
"magyar kontingens"
"tekintet tesz"
"nemzeti összefogás"
"önálló bírósági"
"bírósági végrehajtó"
"kiskorú gyermek"
"gyermek védelem"
"barát ismerős"
"téli időszak"
"kilakoltatási moratórium"
"bírósági végrehajtás"
"európai szint"
"fizetési meghagyás"
"bíróság jogerős"
"érintett személy"
"lakhatási helyzet"
"adott ingatlan"
"tulajdon álló"
"bírósági végrehajtói"
"mezőgazdaság érintő"
"tipikus magyar"
"kivetett adó"
"adóraktári engedély"
"fagykár szenvedett"
"napi standolás"
"palackos bor"
"adó visszatérítés"
"termék előállítás"
"forma nyújt"
"feldolgozóipari beruházás"
"korrekt válasz"
"negatív következmény"
"szabály rendez"
"előzetes megállapodás"
"helyi népszavazás"
"költség viselés"
"megállapodás foglalt"
"dekoncentrált szerv"
"probléma okozhat"
"államigazgatási reform"
"tanulmány készítés"
"hónapos időtartam"
"növekedési adat"
"forint árfolyamsáv"
"program megfogalmazott"
"kardinális kérdés"
"védettségi szint"
"egyértelmű rögzít"
"különösen súlyos"
"nemzeti hulladékgazdálkodási"
"környezet ügy"
"tény adat"
"emberi egészség"
"egészség gyakorolt"
"okokozati összefüggés"
"ipari üzem"
"csökkenő tendencia"
"áll hely"
"rossz megfogalmazás"
"kimenet kft"
"apeh bűnügyi"
"bűnügyi igazgatósága"
"minőségirányítási program"
"gazdasági ellenőrzés"
"ellenőrzés végez"
"munkaerőpiac szereplő"
"fejlesztés kapcsolatos"
"internetes honlap"
"nyugodt kimondhat"
"komoly informatikai"
"történik mindez"
"százalékos árcsökkentés"
"zöldséggyümölcs ágazat"
"természeti csapás"
"érdemi segítség"
"érintett gazdálkodó"
"kártérítési igény"
"állami készfizető"
"beregi térség"
"állattartó gazda"
"hihetetlen nehéz"
"minőségi csere"
"alacsony nyugdíj"
"nettó bérkiáramlás"
"minimálbér adó"
"ellátás vonatkozás"
"ezres nagyságrendű"
"társadalom tag"
"olcsó gyógyszer"
"probléma kezel"
"országos fogyatékosügyi"
"politikai célkitűzés"
"egyenlő esélyű"
"esélyű hozzáférés"
"kulturális program"
"közlekedési eszköz"
"magánpénztári tagdíj"
"tagdíj adókedvezmény"
"szociális cél"
"minimálbér kérdés"
"minimálbér tekintet"
"esz ág"
"beadás kerül"
"ellátás finanszírozás"
"inflációs ráta"
"egyszerű elfogadhatatlan"
"hétköznapi élet"
"akárhogy számol"
"út állapot"
"zala megye"
"gyors növekedik"
"adó szed"
"sorsú ember"
"déldunántúli regionális"
"nyugdíj rendelkező"
"millió állampolgár"
"település érdek"
"élő érdek"
"salgótarjáni kórház"
"rendkívüli fontosságú"
"autópálya kezelő"
"postabank értékesítés"
"átlátható mód"
"piaci helyzet"
"nyugdíj érték"
"fordítható kiadás"
"gyenge látó"
"pozitív válasz"
"mentőállomás építés"
"oktatás érintő"
"politikai nyilatkozat"
"növekedés ígér"
"vasúti pálya"
"országos vérellátó"
"vérellátó szolgálat"
"megyei közgyűlés"
"földművelésügyi tárca"
"polgár közös"
"szennyvízelvezetési program"
"bácskiskun megyei"
"vagyon tekintet"
"helyi társadalom"
"valódi megoldás"
"komplex megoldás"
"pécsi tudományegyetem"
"debreceni egyetem"
"akar visz"
"betegség kezelés"
"magzati élet"
"élet védelem"
"probléma jelenik"
"tekintet szükséges"
"pető intézet"
"tisztességes becsületes"
"helyi közlekedés"
"mosonmagyaróvár város"
"közötti útszakasz"
"biztosítási rendszer"
"árvízvédelmi létesítmény"
"borsodabaújzempl megye"
"régi probléma"
"lakás jutás"
"kérés fordul"
"fennállás eset"
"régi adósság"
"rossz hely"
"címzett beruházás"
"érkezik magyarország"
"helyi igény"
"kistérségi megbízott"
"duna elterelés"
"rossz érzés"
"egyaránt szolgál"
"kaposvár megyei"
"eötvös loránd"
"déldunántúli régió"
"egyszerű felháborító"
"miskolci egyetem"
"miskolc város"
"adott intézmény"
"idegenforgalom terület"
"szám nyelv"
"áfa mérték"
"skandináv ország"
"nemzeti parki"
"turizmus fejlesztés"
"felmentési idő"
"nyugdíj vonuló"
"üdülési csekk"
"nemzeti üdülési"
"üdülési alapítvány"
"krónikus ellátás"
"kis kórház"
"aktív ágy"
"krónikus osztály"
"politikai vélemény"
"gazdasági vérkeringés"
"férőhely szám"
"százalékos özvegyi"
"jogú nyugdíj"
"drasztikus nő"
"többletforrás biztosít"
"demagóg mód"
"kis önkormányzat"
"fenn fog"
"magyarország valamennyi"
"foglalkoztatási mutató"
"közeli helyzet"
"rövid időtartamú"
"adat kezel"
"erős kritika"
"erkölcsi kérdés"
"ellenőrzés ellátó"
"különleges helyzet"
"normál eset"
"független szakmai"
"lényeg illet"
"férhet kétség"
"ügyfél pénz"
"gyermek eset"
"gyermek vállalás"
"fiatal házaspár"
"fiatal házas"
"munkáltatói jog"
"ország nép"
"üzleti világ"
"személyi függetlenség"
"bank rész"
"bank európai"
"európai rendszer"
"nemzeti központi"
"értelem véve"
"demokratikus intézmény"
"elkövetett erőszak"
"zéró tolerancia"
"ifjúság terület"
"pozitív példa"
"magyar állampapír"
"mértékű növekedés"
"gazdaság fog"
"versenyképesség javít"
"dupla fog"
"eredményszemléletű hiány"
"növekvő államadósság"
"vagyon értékesítés"
"otthon belüli"
"helyi kezdeményezés"
"foglalkoztatás kapcsolat"
"átlagos jövedelem"
"átlag alatti"
"alatti jövedelem"
"egyértelmű kimond"
"öröklési illeték"
"adókedvezmény megszüntetés"
"adó kapcsolat"
"apor vilmos"
"fokozatos bevezetés"
"fenntartású intézmény"
"társadalombiztosítási költségvetés"
"unió idevonatkozó"
"gyanú árnyék"
"magyar parlamentarizmus"
"előzetes letartóztatás"
"másfél százalék"
"hazai termelés"
"állam kezelés"
"munka hatékonyság"
"környező település"
"magyar autós"
"kizárólagos jog"
"kisebbség jog"
"tudományos kutatás"
"külföldi elemző"
"egyértelmű mutat"
"bank felelősség"
"százalék veszt"
"gazdasági válság"
"piac szereplő"
"bármi mód"
"dolgozó orvos"
"megyei egészségbiztosítási"
"tisztességtelen kereskedelmi"
"kereskedelmi gyakorlat"
"fogva tart"
"alapvető fontos"
"kárpátmedencei magyarság"
"kapcsolat fejlesztés"
"ron werber"
"nemzeti valuta"
"gazdaság alap"
"rendkívül súlyos"
"magyar közjogi"
"közúti baleset"
"nukleáris biztonság"
"igazság kiderítés"
"állami cégvezető"
"szavatossági idő"
"atomenergia békés"
"vasárnapi pótlék"
"ember közvetlen"
"sérelem elkövetett"
"elkövetett bűncselekmény"
"fontos adat"
"rom hever"
"forint gyengítés"
"gyenge forint"
"türelmi idő"
"szerető ember"
"kisebbség marad"
"valódi civil"
"iraki válság"
"döntéshozatali mechanizmus"
"kollektív védelem"
"elv érvényesítés"
"döntési jogkör"
"magyarország polgára"
"politikai partner"
"tag választás"
"tag megválasztás"
"jogi eljárás"
"rövid reflektál"
"magyarország lakóhely"
"lakóhely rendelkező"
"külföld tartózkodó"
"tartózkodó magyar"
"könnyű belát"
"külföld tartózkodik"
"személyi adat"
"garancia biztosít"
"megyei bíróság"
"alapul vesz"
"állami szervezet"
"szolgáltatás nyújtó"
"társaság vezető"
"foglalkozó szakember"
"emberi hang"
"közvetlen költségvetési"
"döntési szabadság"
"felelősségi rendszer"
"jelentős költségvetési"
"szakmai grémium"
"értelmes dolog"
"állami szereplő"
"kulturális alapprogram"
"döntési rendszer"
"belső szerkezet"
"személyes felelősség"
"hatalom gyakorol"
"televízió közalapítvány"
"előzetes vélemény"
"hasonló típusú"
"típusú dolog"
"gyermek fiatal"
"rendőrség működés"
"elkövetés alapos"
"nyomozó hivatal"
"pénzügyi nyomozó"
"fokozott ügyészi"
"kiemelt ügy"
"eljárási cselekmény"
"gyors döntés"
"tartalom megfelelő"
"közbeszerzés érték"
"adott időpont"
"azonos elv"
"egyéni sportág"
"fontos lényeges"
"rendszer teremt"
"polgár érdek"
"válás feltétel"
"nemzetközi elismerés"
"olimpiai központ"
"stratégiai döntés"
"sági józsef"
"büntető törvénykönyvi"
"fiatal sportoló"
"betegellátási rendszer"
"országos tiszti"
"tiszti főorvos"
"jogbiztonság elv"
"politikai boszorkányüldözés"
"béremelés nyújt"
"rendvédelmi dolgozó"
"rendészeti dolgozó"
"mérték biztosít"
"teljesítő hivatásos"
"jövedelmi sáv"
"állomány tekintet"
"állami kezességvállalás"
"fontos eredmény"
"rendőri erő"
"közlekedés rend"
"tartó szabadságvesztés"
"válság kezelés"
"magyar munkaerőpiac"
"középvállalkozói szektor"
"győzelmi jelentés"
"termelési értekezlet"
"magyar kisvállalkozás"
"oktatás rész"
"gazdasági teljesítmény"
"háziorvosi körzet"
"kedvezményes kamatozású"
"hitel felvevő"
"megyei állategészségügyi"
"emberi személy"
"evangélikus egyház"
"egyház rész"
"magyar katolikus"
"református egyház"
"egyszerű mondat"
"hitéleti tevékenység"
"gyermeki jog"
"kivételes eset"
"szülő nagyszülő"
"megoldás szület"
"hangsúly ad"
"fő foglalkoztató"
"egyház kapcsolat"
"biztosítási szerződés"
"bank érdek"
"gazdasági versenyhivatal"
"bortermelő ország"
"kis mértékű"
"ágazat teljesítmény"
"magyar jogszabály"
"származási bizonyítvány"
"mezőgazdaság felhasznált"
"felhasznált gázolaj"
"gázolaj utáni"
"mezőgazdasági szakember"
"termelő támogatás"
"rendelkezés lép"
"kutatás szabadság"
"állami nyilvántartás"
"közszolgáltatás nyújt"
"egészségügyi alapellátás"
"gyors szakszerű"
"mérték oszt"
"határozott lépés"
"végtelen sajnál"
"egyéni indítvány"
"komoly társadalmi"
"nyugati világ"
"elsődleges érdek"
"állat kínoz"
"társadalmi tudat"
"világ él"
"közérdekű munka"
"bírói gyakorlat"
"állat védelem"
"veszélyes állat"
"ember védelem"
"élet kioltás"
"fordítva ül"
"nő szembeni"
"állat tart"
"egyszerű kérdés"
"komoly eredmény"
"kapcsolat élő"
"jogi kötelezettség"
"személyes meggyőződés"
"szabálysértési eljárás"
"nemzetközi jogi"
"jéghegy csúcs"
"falu él"
"elsöprő többség"
"elérhető tesz"
"társadalmi hasznos"
"hasznos tevékenység"
"épeszű ember"
"kis herceg"
"című könyv"
"magyar világ"
"büntetendő cselekmény"
"vizsga tesz"
"személyi igazolvány"
"ember beszél"
"ember százezer"
"szabálysértési kódex"
"közélet szereplő"
"felelősség kíván"
"sport űz"
"gyapay zoltán"
"testi épség"
"büntetőjogi tényállás"
"igazságszolgáltatás rész"
"elkövetési magatartás"
"büntetőjogi megítélés"
"szabadságvesztés büntetés"
"büntetés kiszabás"
"büntetőjogi értékelés"
"személyes érintettség"
"munka járás"
"alacsony fizetés"
"televíziós csatorna"
"komáromesztergom megye"
"emberi erőforrás"
"áldatlan állapot"
"megy mély"
"szellemi termék"
"egészségügyi reformfolyamat"
"téma beszél"
"egészségügyi közalkalmazott"
"pálya tart"
"néz végig"
"egészségügyi szolgáltatási"
"szolgáltatási rendszer"
"rendszer alakít"
"adott régió"
"egészségügyi szükséglet"
"betegellátás fejlesztés"
"megszerzett tudás"
"beteg java"
"hatékony működik"
"hegyközségi tag"
"magyar szőlő"
"hegyközségi tanács"
"védett eredetű"
"eredetű bor"
"minőségű bor"
"kivágási engedély"
"kivágási támogatás"
"országos nyilvántartás"
"hegyközségi rendszer"
"borászati üzem"
"hazai szabályozás"
"rész mindenképpen"
"közvetlen alkalmazandó"
"szabályozás kialakítás"
"gazdaság működés"
"borászati termék"
"összegezve elmondható"
"kiváló magyar"
"végzettség rendelkező"
"alapvető szakmai"
"haszon hoz"
"magyar helyzet"
"ellenőrzési kötelezettség"
"rendeleti felhatalmazás"
"szakmai egyeztetés"
"egyeztetési eljárás"
"helyi termelői"
"történelmi borvidék"
"egri bikavér"
"tokaji aszú"
"magyar borászat"
"társadalmi viszony"
"egységes magyar"
"tokaj kereskedőház"
"kereskedőház rt"
"kis mennyiség"
"eredetvédett termék"
"eredetvédelmi rendszer"
"magyar borágazat"
"rendszer felépítés"
"asztali bor"
"termőhely származó"
"helyi sajátosság"
"adott borvidék"
"szabály megváltoztatás"
"egészségügy átalakítás"
"önálló magyar"
"hatósági tevékenység"
"eljárásjogi szabály"
"önálló jogi"
"eszköz alkalmazás"
"titkosszolgálati eszköz"
"igazságügyi együttműködés"
"eredményes fellépés"
"hatékony ellátás"
"kényszerítő eszköz"
"ellátás tekintet"
"hatályos törvényi"
"titkos információ"
"uniós joganyag"
"nevező tud"
"ember munkahely"
"bizonytalan válik"
"rendvédelmi szervezet"
"magatartási szabály"
"tartás költség"
"kevesebb nyugdíj"
"gazdálkodó család"
"élő gazda"
"súlyos eset"
"piaci mechanizmus"
"szakmai színvonal"
"biztonságos ellátás"
"kórházi ellátás"
"átlátható működés"
"vállalkozó háziorvos"
"európai modell"
"magyar egészségügyi"
"szolidaritás elv"
"üzleti biztosító"
"egészségügyi szolgáltatók"
"egészségügyi közszolgáltatás"
"közszolgáltatás szervezés"
